,numero_uai,appellation_officielle,denomination_principale,patronyme_uai,secteur_public_prive_libe,adresse_uai,lieu_dit_uai,boite_postale_uai,code_postal_uai,localite_acheminement_uai,libelle_commune,coordonnee_x,coordonnee_y,epsg,latitude,longitude,appariement,localisation,nature_uai,nature_uai_libe,etat_etablissement,etat_etablissement_libe,code_departement,code_region,code_academie,code_commune,libelle_departement,libelle_region,libelle_academie,position,secteur_prive_code_type_contrat,secteur_prive_libelle_type_contrat,code_ministere,libelle_ministere,date_ouverture
53906,0754244F,E.M.PU JOSEPH DE MAISTRE 94 rue Joseph de Maistre,ECOLE MATERNELLE PUBLIQUE,JOSEPH DE MAISTRE,Public,94 rue Joseph de Maistre,,,75018,PARIS,Paris 18e  Arrondissement,650898.3,6866128.1,EPSG:2154,48.89328807886064,2.3303205498747004,Parfaite,Numéro de rue,101,ECOLE MATERNELLE,1.0,OUVERT,75,11,1,75118,Paris,Ile-de-France,Paris,"48.8932880789,2.33032054987",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1968-05-13
53907,0754306Y,E.M.PU TAPISSERIES 8 rue des Tapisseries,ECOLE MATERNELLE PUBLIQUE,TAPISSERIES,Public,8 rue des Tapisseries,,,75017,PARIS,Paris 17e  Arrondissement,649229.9,6865605.0,EPSG:2154,48.88845465100285,2.3076295777108844,Parfaite,Numéro de rue,101,ECOLE MATERNELLE,1.0,OUVERT,75,11,1,75117,Paris,Ile-de-France,Paris,"48.888454651,2.30762957771",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1989-09-01
53908,0754309B,E.M.PU MAROC 34 rue du Maroc,ECOLE MATERNELLE PUBLIQUE,MAROC,Public,34 rue du Maroc,,,75019,PARIS,Paris 19e  Arrondissement,653635.7,6865424.7,EPSG:2154,48.887165608049834,2.3677300812976614,Parfaite,Numéro de rue,101,ECOLE MATERNELLE,1.0,OUVERT,75,11,1,75119,Paris,Ile-de-France,Paris,"48.887165608,2.3677300813",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1989-09-01
53909,0754486U,E.E.PU GLACIERE 100 rue de la Glacière,ECOLE ELEMENTAIRE PUBLIQUE,GLACIERE,Public,100 rue de la Glacière,,,75013,PARIS,Paris 13e  Arrondissement,651780.4,6858999.3,EPSG:2154,48.82924645788212,2.343159369689594,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75113,Paris,Ile-de-France,Paris,"48.8292464579,2.34315936969",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1992-09-01
53910,0754490Y,E.M.PU CARPEAUX 5 rue Carpeaux,ECOLE MATERNELLE PUBLIQUE,CARPEAUX,Public,5 rue Carpeaux,,,75018,PARIS,Paris 18e  Arrondissement,650857.4,6865802.5,EPSG:2154,48.89035696827944,2.329800447224949,Parfaite,Numéro de rue,101,ECOLE MATERNELLE,1.0,OUVERT,75,11,1,75118,Paris,Ile-de-France,Paris,"48.8903569683,2.32980044722",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1992-09-01
53911,0754532U,Section d'enseignement général et professionnel adapté du Collège Pilâtre de Rozier,SEGPA,COLLEGE PILATRE DE ROZIER,Public,11 rue Bouvier,,,75011,PARIS,Paris 11e  Arrondissement,655033.0,6861499.2,EPSG:2154,48.85196334562039,2.3871997179070474,Parfaite,Numéro de rue,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,1.0,OUVERT,75,11,1,75111,Paris,Ile-de-France,Paris,"48.8519633456,2.38719971791",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1993-09-01
53912,0754689P,E.M.PU LEPAGE 11 cité Lepage,ECOLE MATERNELLE PUBLIQUE,LEPAGE,Public,11 cité Lepage,,,75019,PARIS,Paris 19e  Arrondissement,653894.4,6864673.9,EPSG:2154,48.88043246343725,2.3713393369455957,Parfaite,Numéro de rue,101,ECOLE MATERNELLE,1.0,OUVERT,75,11,1,75119,Paris,Ile-de-France,Paris,"48.8804324634,2.37133933695",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1994-09-01
53913,0754701C,E.P.PR OR THORA 36 rue Ramponeau,ECOLE PRIMAIRE PRIVEE,OR THORA,Privé,36 rue Ramponeau,,,75020,PARIS,Paris 20e  Arrondissement,654575.2,6863663.8,EPSG:2154,48.87139724471815,2.3807298343444785,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75120,Paris,Ile-de-France,Paris,"48.8713972447,2.38072983434",31.0,CONTRAT ASSOCIATION PARTIE DES CLASSES,6,MINISTERE DE L'EDUCATION NATIONALE,1994-09-01
53914,0754706H,Collège Marie Curie,COLLEGE,MARIE CURIE,Public,21 rue Boinod,,,75018,PARIS,Paris 18e  Arrondissement,652391.8,6866114.3,EPSG:2154,48.89327615469187,2.3506904445605765,Parfaite,Numéro de rue,340,COLLEGE,1.0,OUVERT,75,11,1,75118,Paris,Ile-de-France,Paris,"48.8932761547,2.35069044456",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1995-09-01
53915,0754748D,E.P.PR EURECOLE 5 rue de Lubeck,ECOLE PRIMAIRE PRIVEE,EURECOLE,Privé,5 rue de Lubeck,,,75016,PARIS,Paris 16e  Arrondissement,648229.4,6863196.4,EPSG:2154,48.8667152144166,2.294279672211562,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75116,Paris,Ile-de-France,Paris,"48.8667152144,2.29427967221",31.0,CONTRAT ASSOCIATION PARTIE DES CLASSES,6,MINISTERE DE L'EDUCATION NATIONALE,1989-09-01
53916,0754825M,E.E.PU LOUVOIS 6 rue de Louvois,ECOLE ELEMENTAIRE PUBLIQUE,LOUVOIS,Public,6 rue de Louvois,,,75002,PARIS,Paris  2e  Arrondissement,651399.9,6863342.4,EPSG:2154,48.868275187782714,2.337480125610378,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75102,Paris,Ile-de-France,Paris,"48.8682751878,2.33748012561",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1997-09-01
53917,0754826N,E.E.PU GERTY ARCHIMEDE 5 rue Gerty Archimède,ECOLE ELEMENTAIRE PUBLIQUE,GERTY ARCHIMEDE,Public,5 rue Gerty Archimède,,,75012,PARIS,Paris 12e  Arrondissement,655062.1,6859669.5,EPSG:2154,48.83551080600045,2.387789590087237,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75112,Paris,Ile-de-France,Paris,"48.835510806,2.38778959009",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1997-09-01
53918,0754869K,E.M.PU MARTEL K 9 rue Martel,ECOLE MATERNELLE PUBLIQUE,MARTEL K,Public,9 rue Martel,,,75010,PARIS,Paris 10e  Arrondissement,652536.9,6863966.4,EPSG:2154,48.87397147590532,2.352909377171528,Parfaite,Numéro de rue,101,ECOLE MATERNELLE,1.0,OUVERT,75,11,1,75110,Paris,Ile-de-France,Paris,"48.8739714759,2.35290937717",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1998-09-01
53919,0754873P,Section d'enseignement professionnel du Lycée polyvalent Simone Weil,SECTION ENSEIGNT PROFESSIONNEL,LPO SIMONE WEIL,Public,28 rue Debelleyme,,,75003,PARIS,Paris  3e  Arrondissement,653305.1,6862622.8,EPSG:2154,48.86194487264903,2.363529861820127,Parfaite,Numéro de rue,334,SECTION D ENSEIGNEMENT PROFESSIONNEL,1.0,OUVERT,75,11,1,75103,Paris,Ile-de-France,Paris,"48.8619448726,2.36352986182",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1994-09-01
53920,0754877U,Section d'enseignement professionnel du Lycée polyvalent Edgar Quinet,SECTION ENSEIGNT PROFESSIONNEL,LPO EDGAR QUINET,Public,24 rue Duperré,,,75009,PARIS,Paris  9e  Arrondissement,651250.7,6864880.5,EPSG:2154,48.882095645299046,2.3352698104421408,Parfaite,Numéro de rue,334,SECTION D ENSEIGNEMENT PROFESSIONNEL,1.0,OUVERT,75,11,1,75109,Paris,Ile-de-France,Paris,"48.8820956453,2.33526981044",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1994-09-01
53921,0754885C,Section d'enseignement professionnel du Lycée polyvalent Fresnel,SECTION ENSEIGNT PROFESSIONNEL,LPO FRESNEL,Public,31 boulevard Pasteur,,,75015,PARIS,Paris 15e  Arrondissement,649558.8,6860584.0,EPSG:2154,48.84332769113828,2.312710655642079,Parfaite,Numéro de rue,334,SECTION D ENSEIGNEMENT PROFESSIONNEL,1.0,OUVERT,75,11,1,75115,Paris,Ile-de-France,Paris,"48.8433276911,2.31271065564",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1994-09-01
53922,0754922T,Section d' Enseignement Professionnelle du Lycee polyvalent privé Jules Richard,SEP DU LYC POLYVALENT PRIVE,LPO PRIVE JULES RICHARD,Privé,21 rue CARDUCCI,,,75019,PARIS,Paris 19e  Arrondissement,654943.6,6864336.8,EPSG:2154,48.877475270948494,2.3856805999231705,Parfaite,Numéro de rue,334,SECTION D ENSEIGNEMENT PROFESSIONNEL,1.0,OUVERT,75,11,1,75119,Paris,Ile-de-France,Paris,"48.8774752709,2.38568059992",30.0,CONTRAT D'ASSOCIATION TOUTES CLASSES,6,MINISTERE DE L'EDUCATION NATIONALE,1994-09-01
53923,0754933E,E.P.PR MONTESSORI PARIS-DROUOT 13 rue de la Grange Batelière,ECOLE PRIMAIRE PRIVEE,MONTESSORI PARIS-DROUOT,Privé,13 rue de la Grange Batelière,,,75009,PARIS,Paris  9e  Arrondissement,651721.9,6863870.4,EPSG:2154,48.87304759262993,2.341809452363049,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75109,Paris,Ile-de-France,Paris,"48.8730475926,2.34180945236",10.0,HORS CONTRAT,6,MINISTERE DE L'EDUCATION NATIONALE,1998-09-01
53924,0754960J,Section d'enseignement général et professionnel adapté du Collège Germaine Tillion,SEGPA,COLLEGE GERMAINE TILLION,Public,8 avenue Vincent d'Indy,,,75012,PARIS,Paris 12e  Arrondissement,656857.1,6860590.2,EPSG:2154,48.843913408943536,2.412149429685672,Parfaite,Numéro de rue,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,1.0,OUVERT,75,11,1,75112,Paris,Ile-de-France,Paris,"48.8439134089,2.41214942969",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1999-09-01
53925,0755009M,E.P.A.PU 44 ENFANTS D' IZIEU 2 place des 44 Enfants d'Izieu,ECOLE PRIMAIRE D'APPLICATION PUBLIQUE,44 ENFANTS D' IZIEU,Public,2 place des 44 Enfants d'Izieu,,,75013,PARIS,Paris 13e  Arrondissement,652738.8,6858138.7,EPSG:2154,48.82157792888052,2.3563095376374865,Parfaite,Numéro de rue,153,ECOLE ELEMENTAIRE D APPLICATION,1.0,OUVERT,75,11,1,75113,Paris,Ile-de-France,Paris,"48.8215779289,2.35630953764",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,2002-09-01
53926,0755035R,E.P.PU CUGNOT 28 rue Cugnot,ECOLE PRIMAIRE PUBLIQUE,CUGNOT,Public,28 rue Cugnot,,,75018,PARIS,Paris 18e  Arrondissement,653403.8,6866047.3,EPSG:2154,48.89274768915179,2.3644994670336983,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75118,Paris,Ile-de-France,Paris,"48.8927476892,2.36449946703",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,2002-09-01
53927,0755054L,E.P.PR OHR KITOV (SINAI) 9 rue Jacques Ibert,ECOLE PRIMAIRE PRIVEE,OHR KITOV (SINAI),Privé,9 rue Jacques Ibert,,,75017,PARIS,Paris 17e  Arrondissement,648008.2,6865678.7,EPSG:2154,48.8890199116941,2.2909606682530272,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75117,Paris,Ile-de-France,Paris,"48.8890199117,2.29096066825",31.0,CONTRAT ASSOCIATION PARTIE DES CLASSES,6,MINISTERE DE L'EDUCATION NATIONALE,2002-10-23
53928,0755082S,E.M.PR LE JARDIN D EGLANTINE 165 boulevard Brune,ECOLE MATERNELLE PRIVEE,LE JARDIN D EGLANTINE,Privé,165 boulevard Brune,,,75014,PARIS,Paris 14e  Arrondissement,650219.4,6858453.0,EPSG:2154,48.8242148487285,2.3219605740683846,Parfaite,Numéro de rue,101,ECOLE MATERNELLE,1.0,OUVERT,75,11,1,75114,Paris,Ile-de-France,Paris,"48.8242148487,2.32196057407",10.0,HORS CONTRAT,6,MINISTERE DE L'EDUCATION NATIONALE,2003-01-19
53929,0755090A,E.P.PR INTERNATIONAL SCHOOL OF PARIS 6 bis rue Beethoven,ECOLE PRIMAIRE PRIVEE,INTERNATIONAL SCHOOL OF PARIS,Privé,6 BIS RUE BEETHOVEN,,,75016,PARIS,Paris 16e  Arrondissement,647714.3,6862286.2,EPSG:2154,48.8584883663974,2.287370346661054,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75116,Paris,Ile-de-France,Paris,"48.8584883664,2.28737034666",10.0,HORS CONTRAT,6,MINISTERE DE L'EDUCATION NATIONALE,2003-06-05
53930,0755103P,E.P.PU PAJOL 11 rue Pajol,ECOLE PRIMAIRE PUBLIQUE,PAJOL,Public,11 rue Pajol,,,75018,PARIS,Paris 18e  Arrondissement,653109.9,6865243.8,EPSG:2154,48.885500757238816,2.3605800350844732,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75118,Paris,Ile-de-France,Paris,"48.8855007572,2.36058003508",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,2004-09-01
53931,0755439E,Section d'enseignement général et professionnel adapté du Collège Aimé Césaire,SEGPA,COLLEGE AIMÉ CESAIRE,Public,2 esplanade Nathalie Sarraute,,,75018,PARIS,Paris 18e  Arrondissement,653204.3,6865496.3,EPSG:2154,48.88777827410082,2.3618394438627077,Parfaite,Numéro de rue,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,1.0,OUVERT,75,11,1,75118,Paris,Ile-de-France,Paris,"48.8877782741,2.36183944386",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,2009-09-01
53932,0755591V,E.P.PU CLAUDE BERNARD 118 boulevard Mac Donald,ECOLE PRIMAIRE PUBLIQUE,CLAUDE BERNARD,Public,118 boulevard Mac Donald,,,75019,PARIS,Paris 19e  Arrondissement,654643.3,6866741.7,EPSG:2154,48.89908067516946,2.3813294401065046,Correcte,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75119,Paris,Ile-de-France,Paris,"48.8990806752,2.38132944011",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,2011-03-01
53933,0755685X,E.M.PR MONTESSORI LA BALEINE 5 rue Buot,ECOLE MATERNELLE PRIVEE,MONTESSORI LA BALEINE,Privé,5 rue Buot,,,75013,PARIS,Paris 13e  Arrondissement,652279.4,6858789.7,EPSG:2154,48.827398634454745,2.3499798720638068,Parfaite,Numéro de rue,101,ECOLE MATERNELLE,1.0,OUVERT,75,11,1,75113,Paris,Ile-de-France,Paris,"48.8273986345,2.34997987206",10.0,HORS CONTRAT,6,MINISTERE DE L'EDUCATION NATIONALE,2012-09-01
53934,0755689B,Guinot Mary Cohr l'Académie,ECOLE 2D DEGRE PROF.PRIVEE,GUINOT MARY COHR ACADEMIE,Privé,52 rue Laffitte,,,75009,PARIS,Paris  9e  Arrondissement,651498.9,6864132.6,EPSG:2154,48.87538873698572,2.338739430141306,Parfaite,Numéro de rue,320,LYCEE PROFESSIONNEL,1.0,OUVERT,75,11,1,75109,Paris,Ile-de-France,Paris,"48.875388737,2.33873943014",10.0,HORS CONTRAT,6,MINISTERE DE L'EDUCATION NATIONALE,2012-09-01
53935,0755747P,collège Suzanne LACORE,COLLEGE,SUZANNE LACORE,Public,149 boulevard Macdonald,,,75019,PARIS,Paris 19e  Arrondissement,654484.7,6866711.4,EPSG:2154,48.89879700559929,2.3791694564250827,Parfaite,Numéro de rue,340,COLLEGE,1.0,OUVERT,75,11,1,75119,Paris,Ile-de-France,Paris,"48.8987970056,2.37916945643",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,2014-09-01
53936,0755799W,Cours du Pont de Pierre,ECOLE SECONDAIRE PRIVEE,COURS DU PONT DE PIERRE,Privé,11 rue de la Comète,,,75007,PARIS,Paris  7e  Arrondissement,649309.2,6862341.5,EPSG:2154,48.85911314151402,2.3091003667289662,Parfaite,Numéro de rue,340,COLLEGE,1.0,OUVERT,75,11,1,75107,Paris,Ile-de-France,Paris,"48.8591131415,2.30910036673",10.0,HORS CONTRAT,6,MINISTERE DE L'EDUCATION NATIONALE,2014-09-01
53937,0755841S,E.P.PU OLIVIER METRA 32 rue Olivier Métra,ECOLE PRIMAIRE PUBLIQUE,OLIVIER METRA,Public,32 rue Olivier Métra,,,75020,PARIS,Paris 20e  Arrondissement,655539.2,6863868.5,EPSG:2154,48.87330534208954,2.393849972540999,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75120,Paris,Ile-de-France,Paris,"48.8733053421,2.39384997254",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,2016-09-01
53938,0755842T,E.P.PU MACDONALD 141 boulevard Mac Donald,ECOLE PRIMAIRE PUBLIQUE,MACDONALD,Public,141 boulevard Mac Donald,,,75019,PARIS,Paris 19e  Arrondissement,654535.3,6866712.6,EPSG:2154,48.89881137235414,2.3798594855423354,Correcte,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75119,Paris,Ile-de-France,Paris,"48.8988113724,2.37985948554",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,2016-09-01
53939,0755847Y,E.E.PR EIB THE VICTOR HUGO SCHOOL 23 rue de Cronstadt,ECOLE ELEMENTAIRE PRIVEE,EIB THE VICTOR HUGO SCHOOL,Privé,23 rue de Cronstadt,,,75015,PARIS,Paris 15e  Arrondissement,648762.2,6859568.5,EPSG:2154,48.834132449839814,2.301979412043785,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75115,Paris,Ile-de-France,Paris,"48.8341324498,2.30197941204",10.0,HORS CONTRAT,6,MINISTERE DE L'EDUCATION NATIONALE,2015-05-29
53940,0755886R,E.E.PR COURS DU PONT DE PIERRE 11 rue de la Comète,ECOLE ELEMENTAIRE PRIVEE,COURS DU PONT DE PIERRE,Privé,11 rue de la Comète,,,75007,PARIS,Paris  7e  Arrondissement,649309.2,6862341.5,EPSG:2154,48.85911314151402,2.3091003667289662,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75107,Paris,Ile-de-France,Paris,"48.8591131415,2.30910036673",10.0,HORS CONTRAT,6,MINISTERE DE L'EDUCATION NATIONALE,2017-01-16
53941,0755899E,E.P.PR ELLIPSE MONTESSORI ACADEMY 3 rue Amélie,ECOLE PRIMAIRE PRIVEE,ELLIPSE MONTESSORI ACADEMY,Privé,3 rue Amélie,,,75007,PARIS,Paris  7e  Arrondissement,649190.6,6862374.8,EPSG:2154,48.859403259959,2.307479988451902,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75107,Paris,Ile-de-France,Paris,"48.85940326,2.30747998845",10.0,HORS CONTRAT,6,MINISTERE DE L'EDUCATION NATIONALE,2017-07-05
53942,0755915X,E.P.PR ECOLE CANADIENNE BILINGUE PARIS 5 rue d'Aguesseau,ECOLE PRIMAIRE PRIVEE,ECOLE CANADIENNE BILINGUE PARIS,Privé,5 rue d'Aguesseau,,,75008,PARIS,Paris  8e  Arrondissement,650060.6,6863547.5,EPSG:2154,48.870017157507135,2.3191994838916936,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75108,Paris,Ile-de-France,Paris,"48.8700171575,2.31919948389",10.0,HORS CONTRAT,6,MINISTERE DE L'EDUCATION NATIONALE,2018-01-13
53943,0755923F,E.E.PR L ILOT MONTESSORI 136 rue Damrémont,ECOLE ELEMENTAIRE PRIVEE,L ILOT MONTESSORI,Privé,136 rue Damrémont,,,75018,PARIS,Paris 18e  Arrondissement,651465.2,6866401.7,EPSG:2154,48.89579143636018,2.3380206370455823,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75118,Paris,Ile-de-France,Paris,"48.8957914364,2.33802063705",10.0,HORS CONTRAT,6,MINISTERE DE L'EDUCATION NATIONALE,2018-09-01
53944,0755991E,Ecole maternelle privée Wi School,ECOLE MATERNELLE PRIVEE,WI SCHOOL,Privé,125 rue Lecourbe,,,75015,PARIS,Paris 15e  Arrondissement,648723.5,6860459.6,EPSG:2154,48.84214303977542,2.3013448157647853,Parfaite,Numéro de rue,101,ECOLE MATERNELLE,1.0,OUVERT,75,11,1,75115,Paris,Ile-de-France,Paris,"48.8421430398,2.30134481576",10.0,HORS CONTRAT,6,MINISTERE DE L'EDUCATION NATIONALE,2019-09-01
53945,0756020L,Collège privé Saint Jean de Dieu,COLLEGE PRIVE,SAINT JEAN DE DIEU,Privé,205 rue de Javel,,,75015,PARIS,Paris 15e  Arrondissement,647117.9,6861037.1,EPSG:2154,48.84720669781846,2.279397502966152,Correcte,Rue,340,COLLEGE,1.0,OUVERT,75,11,1,75115,Paris,Ile-de-France,Paris,"48.8472066978,2.27939750297",30.0,CONTRAT D'ASSOCIATION TOUTES CLASSES,6,MINISTERE DE L'EDUCATION NATIONALE,2020-09-01
53946,0756088K,E.M.PR ECOLE MONTESSORI SQUARE 25 rue d'Orsel,ECOLE MATERNELLE PRIVEE,ECOLE MONTESSORI SQUARE,Privé,25 rue d'Orsel,,,75018,PARIS,Paris 18e  Arrondissement,651923.9,6865068.5,EPSG:2154,48.88383688265303,2.3444276474757038,Parfaite,Numéro de rue,101,ECOLE MATERNELLE,1.0,OUVERT,75,11,1,75118,Paris,Ile-de-France,Paris,"48.8838368827,2.34442764748",10.0,HORS CONTRAT,6,MINISTERE DE L'EDUCATION NATIONALE,2020-05-27
53947,0756117S,E.M.PR MONTESSORI ESCLAIBES 43 rue François Gérard,ECOLE MATERNELLE PRIVEE,MONTESSORI ESCLAIBES,Privé,43 rue François Gérard,,,75016,PARIS,Paris 16e  Arrondissement,646497.7,6861178.5,EPSG:2154,48.84842709483038,2.270928981791566,Parfaite,Numéro de rue,101,ECOLE MATERNELLE,1.0,OUVERT,75,11,1,75116,Paris,Ile-de-France,Paris,"48.8484270948,2.27092898179",10.0,HORS CONTRAT,6,MINISTERE DE L'EDUCATION NATIONALE,2020-09-01
53948,0756122X,Ecole Primaire Privée Walt,ECOLE PRIMAIRE PRIVEE,WALT,Privé,2 rue Dranem,,,75011,PARIS,Paris 11e  Arrondissement,654497.8,6862994.6,EPSG:2154,48.86537377537718,2.379746354946839,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75111,Paris,Ile-de-France,Paris,"48.8653737754,2.37974635495",10.0,HORS CONTRAT,6,MINISTERE DE L'EDUCATION NATIONALE,2020-09-01
54000,0750215B,E.P.PR SAINT-LAURENT 184 rue la Fayette,ECOLE PRIMAIRE PRIVEE,SAINT-LAURENT,Privé,184 rue la Fayette,,,75010,PARIS,Paris 10e  Arrondissement,653277.2,6864714.1,EPSG:2154,48.88074948525799,2.3629196107208945,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75110,Paris,Ile-de-France,Paris,"48.8807494853,2.36291961072",30.0,CONTRAT D'ASSOCIATION TOUTES CLASSES,6,MINISTERE DE L'EDUCATION NATIONALE,1969-01-15
54002,0750265F,E.P.PR BLOMET 5 rue Blomet,ECOLE PRIMAIRE PRIVEE,BLOMET,Privé,5 rue Blomet,,,75015,PARIS,Paris 15e  Arrondissement,649277.6,6860657.1,EPSG:2154,48.84396300439776,2.30887062707122,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75115,Paris,Ile-de-France,Paris,"48.8439630044,2.30887062707",30.0,CONTRAT D'ASSOCIATION TOUTES CLASSES,6,MINISTERE DE L'EDUCATION NATIONALE,1969-01-15
54004,0750977E,E.E.PU PYRENEES EA 293 rue des Pyrénées,ECOLE ELEMENTAIRE PUBLIQUE,PYRENEES EA,Public,293 rue des Pyrénées,,,75020,PARIS,Paris 20e  Arrondissement,655611.4,6863436.3,EPSG:2154,48.86942362332621,2.394879416882349,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75120,Paris,Ile-de-France,Paris,"48.8694236233,2.39487941688",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
54006,0751052L,E.E.PU EUGENIE COTTON EB 16 rue Eugénie Cotton,ECOLE ELEMENTAIRE PUBLIQUE,EUGENIE COTTON EB,Public,16 rue Eugénie Cotton,,,75019,PARIS,Paris 19e  Arrondissement,655608.4,6864471.4,EPSG:2154,48.87873186682074,2.394730360017183,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75119,Paris,Ile-de-France,Paris,"48.8787318668,2.39473036002",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
54008,0751325H,E.P.PU KUSS 8 rue Kuss,ECOLE PRIMAIRE PUBLIQUE,KUSS,Public,8 rue Kuss,,,75013,PARIS,Paris 13e  Arrondissement,652371.6,6858214.3,EPSG:2154,48.82223078862477,2.3513000940350413,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75113,Paris,Ile-de-France,Paris,"48.8222307886,2.35130009404",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
54010,0751409Z,E.M.PU SOUZY 4 cité Souzy,ECOLE MATERNELLE PUBLIQUE,SOUZY,Public,4 cité Souzy,,,75011,PARIS,Paris 11e  Arrondissement,655182.6,6861485.1,EPSG:2154,48.851846968261455,2.3892398382376987,Parfaite,Numéro de rue,101,ECOLE MATERNELLE,1.0,OUVERT,75,11,1,75111,Paris,Ile-de-France,Paris,"48.8518469683,2.38923983824",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
54012,0752620R,E.M.PU SOUZY 5 cité Souzy,ECOLE MATERNELLE PUBLIQUE,SOUZY,Public,5 cité Souzy,,,75011,PARIS,Paris 11e  Arrondissement,655137.7,6861466.8,EPSG:2154,48.8516792719254,2.388629907721626,Parfaite,Numéro de rue,101,ECOLE MATERNELLE,1.0,OUVERT,75,11,1,75111,Paris,Ile-de-France,Paris,"48.8516792719,2.38862990772",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1978-09-01
